County,SubCounty,Ward,sub location,lat,long,locality(Crush/Abattoir/Village/market),Date of start of outbreak,month,year,date,Month,year,Disease/Condition,Nature of diagnosis (clinical/lab/pm),Test used (if Laboratory),Species,No. at Risk,No. sick,Deaths,Slaughtered *,Destroyed **,"Production System(Intensive, Extensive, Mixed)",If Zoonosis No. of human beings affected,Disease Control Measure Undertaken***,No.of animals vaccinated,"Organisation (GOK, Private)",Source,,
Nakuru,Njoro,Njoro,,-0.2851333,36.0703906,Village/Farm,19,May,2019,1/22/2019,May,2019,Anthrax,Clinical,,Cattle,20,10,2,,2,Mixed,,"[Quarantine, Vaccination]",10,,,,
Nakuru,Nakuru Town East,Nakuru East,,-0.2847895,36.0701438,Village/Farm,20,May,2019,1/22/2019,May,2019,Brucellosis,Clinical,,Cattle,14,2,0,,2,Mixed,,[Stamping Out],0,,,,
Nakuru,Nakuru Town East,Nakuru East,,-0.2844534,36.0733289,Village/Farm,20,May,2019,1/22/2019,May,2019,Brucellosis,Clinical,,Cattle,5,1,0,,0,Mixed,,[Stamping Out],4,,,,
Nakuru,Naivasha,Mai Mahiu,,-0.972406,36.552681,Village,21/10/2019,October,2019,21/10/2019,October,2019,Rabies,Clinical,,Dog,1,1,,0,0,Mixed,1,Stamping Out,0,GOK,KABS,,
Nakuru,Subukia,Kabazi,,-0.016667,36.232685,,27/08/2019,August,2019,27/08/2019,August,2019,ANTHRAX,Laboratory,GIEMSA,Cattle,20,6,6,0,,FREE RANGE,0,VACCINATE THE ANIMALS REGULARLY,,PRIVATE,,,0
Nakuru,Naivasha,Mai Mahiu,,-0.9831052,36.5860439,Village/Farm,4,May,2019,01/05/2019,May ,2019,Brucellosis,Clinical,,Cattle,43,3,0,,0,Mixed,,Treatment,0,,,,
Nakuru,Naivasha,Biashara,,-0.7060322,36.4757304,Village/Farm,18,May,2019,1/19/2019,May ,2019,RVF,Clinical,,Cattle,3,1,0,,0,Mixed,,"Treatment, Vector Control",0,,,,
Nakuru,Nakuru Town East,Nakuru East,,-0.2845494,36.0708234,Crush,20,May,2019,1/22/2019,May ,2019,Anthrax,Clinical,,Cattle,22,1,1,,1,Mixed,,Quarantine,0,,,,
Nakuru,Nakuru Town East,Nakuru East,,-0.2845494,36.0708234,Market,21,May,2019,1/22/2019,May ,2019,Brucellosis,Clinical,,Caprine,50,10,0,,0,Intensive,,Other,0,,,,
Nakuru,Nakuru Town East,Nakuru East,,-0.2831108,36.0702706,Clinic,15,May,2019,1/22/2019,May ,2019,RVF,Clinical,,Cattle,120,5,28,,28,N/A,,"Quarantine, Stamping Out, Vector Control",92,,,,
Nakuru,Nakuru Town East,Nakuru East,,-0.2845506,36.0704836,Village/Farm,15,May,2019,1/22/2019,May ,2019,Anthrax,Clinical,,Cattle,50,1,1,,1,Mixed,,Quarantine,49,,,,
Nakuru,Nakuru Town West,Kaptembwo,,-0.2844796,36.0695981,Crush,20,May,2019,1/22/2019,May ,2019,Rabies,Clinical,,Dog,12,4,2,,2,N/A,,Vaccination,5,,,,
Nakuru,Nakuru Town East,Nakuru East,,-0.2847895,36.0701438,Village/Farm,8,May,2019,1/22/2019,May ,2019,Rabies,Laboratory,Saliva,Cattle,6,1,1,,0,N/A,,"Vaccination, Quarantine",0,,,,
Nakuru,Nakuru Town East,Nakuru East,,-0.2847895,36.0701438,Abattoir,20,May,2019,1/22/2019,May ,2019,Brucellosis,Clinical,,Cattle,20,2,1,,0,N/A,,Treatment,0,,,,
Nakuru,Nakuru Town East,Nakuru East,,-0.2852673,36.0705948,Clinic,20,May,2019,1/22/2019,May ,2019,Brucellosis,Clinical,,Dog,5,3,0,,0,N/A,,Treatment,0,,,,
Nakuru,Nakuru Town East,Nakuru East,,-0.283557,36.0703174,Village/Farm,15,May,2019,1/22/2019,May ,2019,Anthrax,Clinical,,Cattle,15,1,3,,3,Mixed,,Quarantine,0,,,,
Nakuru,Nakuru Town East,Nakuru East,,-0.2834427,36.0710489,Village/Farm,21,May,2019,1/22/2019,May ,2019,Anthrax,Laboratory,Microscopy,Cattle,52,3,2,,0,Mixed,,Vaccination,50,,,,
Nakuru,Nakuru Town East,Nakuru East,,-0.2845506,36.0704836,Village/Farm,10,May,2019,1/22/2019,May ,2019,Anthrax,Clinical,,Cattle,15,1,3,,3,Mixed,,"Vaccination, Quarantine",12,,,,
Nakuru,Nakuru Town East,Nakuru East,,-0.2845506,36.0704836,Crush,21,May,2019,1/22/2019,May ,2019,Anthrax,Clinical,,Cattle,12,1,1,,1,Mixed,,Vaccination,12,,,,
Nakuru,Nakuru Town East,Nakuru East,,-0.2848698,36.0706303,Village/Farm,15,May,2019,1/22/2019,May ,2019,Rabies,Clinical,,Dog,17,3,3,,3,Extensive,,Stamping Out,17,,,,
Nakuru,Nakuru Town East,Nakuru East,,-0.2845506,36.0704836,Abattoir,17,May,2019,1/22/2019,May ,2019,Rabies,Clinical,,Cattle,8,1,0,,0,N/A,,Vaccination,7,,,,
Nakuru,Nakuru Town East,Nakuru East,,-0.2840678,36.0725224,Village/Farm,18,May,2019,1/22/2019,May ,2019,Brucellosis,Clinical,,Cattle,30,2,0,,0,Intensive,,Treatment,0,,,,
Nakuru,Njoro,Njoro,,-0.2851333,36.0703906,Village/Farm,19,May,2019,1/22/2019,May ,2019,Anthrax,Clinical,,Cattle,20,10,2,,2,Mixed,,"Quarantine, Vaccination",10,,,,
Nakuru,Nakuru Town East,Nakuru East,,-0.2847895,36.0701438,Village/Farm,20,May,2019,1/22/2019,May ,2019,Brucellosis,Clinical,,Cattle,14,2,0,,2,Mixed,,Stamping Out,0,,,,
Nakuru,Nakuru Town East,Nakuru East,,-0.2844534,36.0733289,Village/Farm,20,May,2019,1/22/2019,May ,2019,Brucellosis,Clinical,,Cattle,5,1,0,,0,Mixed,,Stamping Out,4,,,,
Nakuru,Nakuru West,Barut,Barut,-0.3324,36.031378,Village,20,February,2019,1/20/2019,February,2019,Anthrax,Clinical,Microscopy,Sheep,12,12,2,,,Free range,,Vaccination,,Private,,,
Nakuru,Nakuru Town West,Barut,,-0.3324,36.031378,Village,6,February,2019,1/20/2019,February,2019,Anthrax,Laboratory,,Sheep,6,1,1,0,0,Mixed,,Vaccination,0,GOK,,,
Nakuru,Nakuru Town West,Barut,,-0.3324,36.031378,Village,13,February,2019,1/20/2019,February,2019,Anthrax,Laboratory,,Sheep,1,1,1,0,0,Mixed,,Vaccination,0,GOK,,,
Nakuru,Molo,Turi,,-0.3031514,35.6824868,Village,26,March,2019,1/26/2019,March,2019,Brucellosis,Laboratory,,Cattle,1,1,0,1,1,Mixed,,"Treatment, Stamping Out",0,GOK,,,
Nandi,Emgwen,Kilibwoni,,-0.2854916,36.073202,Crush,21,May,2019,1/22/2019,May,2019,Rabies,Clinical,,Cattle,9,3,1,,3,Mixed,,[Vaccination],9,,,,
Nandi,Chesumei,Kaptel/Kamoiywo,,-0.2845531,36.0698039,Village/Farm,14,April,2019,1/22/2019,May,2019,Rabies,Clinical,,Dogs,3,1,0,,0,Intensive,,"[Quarantine, Vaccination]",3,,,,
Nandi,Emgwen,Kapsabet,,-0.2835365,36.0695657,Crush,21,May,2019,1/22/2019,May,2019,Rabies,Clinical,,Dogs,4,1,1,,1,Mixed,,[Quarantine],2,,,,
Nandi,Chesumei,Lelmokwo/Ngechek,,-0.2875583,36.0758163,Village/Farm,20,May,2019,1/22/2019,May,2019,Brucellosis,Clinical,,Cattle,10,1,0,,0,Mixed,,[Treatment],0,,,,
Nandi,Aldai,Terik,,-0.2969718,36.0731264,Village/Farm,15,May,2019,1/15/2019,May,2019,Anthrax,Laboratory,Blood Smear..,Cattle,3,1,2,,2,Mixed,,[Treatment],0,,,,
Nandi,Aldai,Terik,,-0.3401713,35.9337633,Village/Farm,1,May,2019,1/15/2019,May,2019,Anthrax,Clinical,,Cattle,3,1,2,,2,Mixed,,"[Stamping Out, Other]",0,,,,
Nandi,Aldai,Terik,,-0.2850156,36.0704946,Village/Farm,15,May,2019,1/23/2019,May,2019,Anthrax,Post Mortem,,Cattle,3,1,2,,0,N/A,,"[Treatment, Other]",0,,,,
Nandi,Aldai,Terik,,-0.2849761,36.0704873,Village/Farm,15,May,2019,1/23/2019,May,2019,Anthrax,Post Mortem,,Cattle,3,1,2,,0,N/A,,"[Treatment, Other]",0,,,,
Nandi,Aldai,Terik,,-0.2845506,36.0704836,Village/Farm,15,May,2019,1/23/2019,May,2019,Anthrax,Clinical,,Cattle,3,1,2,,0,Intensive,,"[Treatment, Other]",0,,,,
Nandi,Aldai,Terik,,-0.2846037,36.0694533,Village/Farm,15,May,2019,1/23/2019,May,2019,Anthrax,Post Mortem,,Cattle,3,1,2,,0,N/A,,"[Treatment, Other]",0,,,,
Nandi,Aldai,Terik,,-0.28329,36.070242,Village/Farm,15,May,2019,1/23/2019,May,2019,Anthrax,Post Mortem,,Cattle,3,1,2,,0,Intensive,,"[Treatment, Other]",0,,,,
Nandi,Aldai,Terik,,-0.2847895,36.0701438,Village/Farm,15,May,2019,1/23/2019,May,2019,Anthrax,Post Mortem,,Cattle,3,1,2,,0,N/A,,"[Treatment, Other]",0,,,,
Nandi,Nandi Hills,Chepkunyuk,,-0.284603,36.070618,Village/Farm,8,May,2019,1/23/2019,May,2019,Rabies,Clinical,,Cattle,13,2,0,,0,Mixed,,[No Action],0,,,,
Nandi,Aldai,Terik,,-0.2845542,36.0713717,Village/Farm,15,May,2019,1/23/2019,May,2019,Anthrax,Post Mortem,,Cattle,3,1,2,,0,N/A,,"[Treatment, Other]",0,,,,
Nandi,Aldai,Terik,,-0.2845543,36.0694641,Village/Farm,15,May,2019,1/23/2019,May,2019,Anthrax,Post Mortem,,Cattle,3,1,2,,0,N/A,,"[Treatment, Other]",0,,,,
Nandi,Emgwen,Kilibwoni,,0.1381225,35.1655476,Village/Farm,2,June,2019,01/02/2019,june,2019,Anthrax,Clinical,,Cattle,14,2,1,,0,Extensive,,[Treatment],0,,,,
Nandi,Mosop,Kabiyet,,0.4106495,35.0186799,Village/Farm,15,June,2019,1/15/2019,june,2019,Rabies,Clinical,,Cattle,0,1,0,,0,Mixed,,"[Vaccination, Treatment]",0,,,,
Nandi,Emgwen,Kilibwoni,,0.1637882,35.1397699,Village/Farm,26,June,2019,1/21/2019,june,2019,Anthrax,Clinical,,Cattle,0,1,24,,0,Mixed,,[Treatment],24,,,,
Nandi,Tinderet,Songhor/Soba,,-0.0876018,34.785299,Village/Farm,19,June,2019,1/21/2019,june,2019,Rabies,Post Mortem,,Cattle,1,1,0,,1,Mixed,,[Vaccination],0,,,,
Nandi,Mosop,Kabiyet,,0.4038298,35.0778707,Village/Farm,14,June,2019,1/21/2019,june,2019,Brucellosis,Clinical,,Cattle,0,1,0,,0,Mixed,,[Treatment],0,,,,
Nandi,Emgwen,Kilibwoni,,0.2083801,35.1383948,Village,29/10/2019,October,2019,30/10/2019,October,2019,Rabies,Clinical,,Cattle,1,1,,0,0,Mixed,0,Vaccination,0,GOK,KABS,,
Nandi,Emgwen,Kilibwoni,,0.2046789,35.1348938,Village/Farm,09/01/2019,September,2019,09/01/2019,September,2019,Anthrax,Post Mortem,,Cattle,2,1,1,,0,N/A,,No Action,1,GOK,KABS,,
Nandi,Tinderet,Tindiret,,-0.0338886,35.3522829,Village/Farm,9/22/2019,September,2019,9/18/2019,September,2019,Anthrax,Clinical,,Cattle,5,1,5,,5,Extensive,,Vaccination,400,GOK,KABS,,
Nandi,Emgwen,Kilibwoni,,-0.2854916,36.073202,Crush,21,May,2019,1/22/2019,May ,2019,Rabies,Clinical,,Cattle,9,3,1,,3,Mixed,,Vaccination,9,,,,
Nandi,Chesumei,Kaptel/Kamoiywo,,-0.2845531,36.0698039,Village/Farm,14,April,2019,1/22/2019,May ,2019,Rabies,Clinical,,Dog,3,1,0,,0,Intensive,,"Quarantine, Vaccination",3,,,,
Nandi,Emgwen,Kapsabet,,-0.2835365,36.0695657,Crush,21,May,2019,1/22/2019,May ,2019,Rabies,Clinical,,Dog,4,1,1,,1,Mixed,,Quarantine,2,,,,
Nandi,Chesumei,Lelmokwo/Ngechek,,-0.2875583,36.0758163,Village/Farm,20,May,2019,1/22/2019,May ,2019,Brucellosis,Clinical,,Cattle,10,1,0,,0,Mixed,,Treatment,0,,,,
Nandi,Aldai,Terik,,-0.2969718,36.0731264,Village/Farm,15,May,2019,1/15/2019,May ,2019,Anthrax,Laboratory,Blood Smear..,Cattle,3,1,2,,2,Mixed,,Treatment,0,,,,
Nandi,Aldai,Terik,,-0.3401713,35.9337633,Village/Farm,1,May,2019,1/15/2019,May ,2019,Anthrax,Clinical,,Cattle,3,1,2,,2,Mixed,,"Stamping Out, Other",0,,,,
Nandi,Aldai,Terik,,-0.2850156,36.0704946,Village/Farm,15,May,2019,1/23/2019,May ,2019,Anthrax,Post Mortem,,Cattle,3,1,2,,0,N/A,,"Treatment, Other",0,,,,
Nandi,Aldai,Terik,,-0.2849761,36.0704873,Village/Farm,15,May,2019,1/23/2019,May ,2019,Anthrax,Post Mortem,,Cattle,3,1,2,,0,N/A,,"Treatment, Other",0,,,,
Nandi,Aldai,Terik,,-0.2845506,36.0704836,Village/Farm,15,May,2019,1/23/2019,May ,2019,Anthrax,Clinical,,Cattle,3,1,2,,0,Intensive,,"Treatment, Other",0,,,,
Nandi,Aldai,Terik,,-0.2846037,36.0694533,Village/Farm,15,May,2019,1/23/2019,May ,2019,Anthrax,Post Mortem,,Cattle,3,1,2,,0,N/A,,"Treatment, Other",0,,,,
Nandi,Aldai,Terik,,-0.28329,36.070242,Village/Farm,15,May,2019,1/23/2019,May ,2019,Anthrax,Post Mortem,,Cattle,3,1,2,,0,Intensive,,"Treatment, Other",0,,,,
Nandi,Aldai,Terik,,-0.2847895,36.0701438,Village/Farm,15,May,2019,1/23/2019,May ,2019,Anthrax,Post Mortem,,Cattle,3,1,2,,0,N/A,,"Treatment, Other",0,,,,
Nandi,Nandi Hills,Chepkunyuk,,-0.284603,36.070618,Village/Farm,8,May,2019,1/23/2019,May ,2019,Rabies,Clinical,,Cattle,13,2,0,,0,Mixed,,No Action,0,,,,
Nandi,Aldai,Terik,,-0.2845542,36.0713717,Village/Farm,15,May,2019,1/23/2019,May ,2019,Anthrax,Post Mortem,,Cattle,3,1,2,,0,N/A,,"Treatment, Other",0,,,,
Nandi,Aldai,Terik,,-0.2845543,36.0694641,Village/Farm,15,May,2019,1/23/2019,May ,2019,Anthrax,Post Mortem,,Cattle,3,1,2,,0,N/A,,"Treatment, Other",0,,,,
Nandi,Emgwen,Kilibwoni,,0.1381225,35.1655476,Village/Farm,2,June,2019,01/02/2019,june,2019,Anthrax,Clinical,,Cattle,14,2,1,,0,Extensive,,Treatment,0,,,,
Nandi,Mosop,Kabiyet,,0.4106495,35.0186799,Village/Farm,15,June,2019,1/15/2019,june,2019,Rabies,Clinical,,Cattle,0,1,0,,0,Mixed,,"Vaccination, Treatment",0,,,,
Nandi,Emgwen,Kilibwoni,,0.1637882,35.1397699,Village/Farm,26,June,2019,1/21/2019,june,2019,Anthrax,Clinical,,Cattle,0,1,24,,0,Mixed,,Treatment,24,,,,
Nandi,Tinderet,Songhor/Soba,,-0.0876018,34.785299,Village/Farm,19,June,2019,1/21/2019,june,2019,Rabies,Post Mortem,,Cattle,1,1,0,,1,Mixed,,Vaccination,0,,,,
Nandi,Mosop,Kabiyet,,0.4038298,35.0778707,Village/Farm,14,June,2019,1/21/2019,june,2019,Brucellosis,Clinical,,Cattle,0,1,0,,0,Mixed,,Treatment,0,,,,
Nandi,Aldai,Kobujoi,,-0.001196667,34.99299333,Village/Farm,43562,July,2019,06/07/2019,july,2019,Brucellosis,Clinical,,Cattle,1,1,0,,0,N/A,,Treatment,,,,,
Narok,Narok South,Loita,,-1.8531305,35.8545363,Village,11,February,2019,01/11/2019,February,2019,Rabies,Clinical,,Bovine,6,1,0,0,0,Mixed,,[Vaccination],1,GOK,,,
Narok,Narok South,Loita,,-1.8550796,35.8505236,Village,17,February,2019,1/18/2019,February,2019,Rabies,Clinical,,Bovine,23,1,0,0,0,Mixed,,[Vaccination],2,GOK,,,
Narok,Narok South,Loita,,-1.8131987,35.723454,Village,18,February,2019,1/20/2019,February,2019,Rabies,Clinical,,Ovine,74,1,0,0,0,Mixed,,[Vaccination],1,GOK,,,
Narok,Narok South,Loita,,-1.851446,35.8287252,Village,19,February,2019,1/22/2019,February,2019,Rabies,Clinical,,Bovine,23,1,0,0,0,Mixed,,[Vaccination],1,GOK,,,
Narok,Narok South,Loita,,-1.8535428,35.8527381,Village,25,February,2019,1/26/2019,February,2019,Rabies,Clinical,,Bovine,46,1,0,0,0,Mixed,,[Vaccination],1,GOK,,,
Narok,Narok South,Loita,,-1.6965791,35.8240758,Village,12,March,2019,1/14/2019,March,2019,Rabies,Clinical,,Ovine,52,2,0,0,1,Mixed,,[Vaccination],5,GOK,,,
Narok,Narok East,Keekonyokie,,-1.0655965,36.3189089,Village,14,March,2019,1/15/2019,March,2019,Anthrax,Post Mortem,,Bovine,700,1,1,0,0,Mixed,,"[Vaccination, Other]",0,GOK,,,
Narok,Narok South,Loita,,-1.8451104,35.8452073,Village,24,March,2019,1/25/2019,March,2019,Rabies,Clinical,,Equine,74,4,1,0,1,Mixed,,[Vaccination],4,GOK,,,
Narok,Transmara West,Shankoe,,-1.0051159,34.8785647,Village/Farm,2,May,2019,01/04/2019,May,2019,Anthrax,Laboratory,Slides,Cattle,35,1,2,,0,Mixed,,"[Vaccination, Quarantine]",150,,,,
Narok,Narok South,Loita,,-1.8522,35.8516819,Market,22,May,2019,1/22/2019,May,2019,Rabies,Clinical,,Goats,15,2,0,,0,N/A,,[Vaccination],0,,,,
Narok,Narok South,Loita,,-1.852048,35.8539694,Village/Farm,28,May,2019,1/29/2019,May,2019,Rabies,Clinical,,Dogs,5,2,0,,0,Mixed,,[Vaccination],10,,,,
Narok,Transmara West,Kimintet,,-1.1684843,35.1500993,Village/Farm,7,May,2019,01/09/2019,May,2019,Rabies,Clinical,,Dogs,3,2,0,,0,Mixed,,[Vaccination],5,,,,
Narok,Narok West,Mara,,-1.1932143,35.2506006,Village/Farm,43698,August,2019,8/15/2019,August,2019,Anthrax,Post Mortem,,Cattle,150,1,4,,0,Extensive,,"Treatment, Vaccination",100,GOK,,,
Narok,Transmara West,Angata Barikoi,,-1.3609701,34.7469732,Village/Farm,9/25/2019,September,2019,9/24/2019,September,2019,Anthrax,Clinical,,Cattle,150,1,2,,2,Mixed,,"Vaccination, Quarantine",200,GOK,KABS,,
Narok,Transmara West,Shankoe,,-1.0051159,34.8785647,Village/Farm,2,May,2019,01/04/2019,May ,2019,Anthrax,Laboratory,Slides,Cattle,35,1,2,,0,Mixed,,"Vaccination, Quarantine",150,,,,
Narok,Narok South,Loita,,-1.8522,35.8516819,Market,22,May,2019,1/22/2019,May ,2019,Rabies,Clinical,,Caprine,15,2,0,,0,N/A,,Vaccination,0,,,,
Narok,Narok South,Loita,,-1.852048,35.8539694,Village/Farm,28,May,2019,1/29/2019,May ,2019,Rabies,Clinical,,Dog,5,2,0,,0,Mixed,,Vaccination,10,,,,
Narok,Transmara West,Kimintet,,-1.1684843,35.1500993,Village/Farm,7,May,2019,01/09/2019,May ,2019,Rabies,Clinical,,Dog,3,2,0,,0,Mixed,,Vaccination,5,,,,
Narok,Narok South,Loita,,-1.8531305,35.8545363,Village,11,February,2019,01/11/2019,February,2019,Rabies,Clinical,,Cattle,6,1,0,0,0,Mixed,,Vaccination,1,GOK,,,
Narok,Narok South,Loita,,-1.8550796,35.8505236,Village,17,February,2019,1/18/2019,February,2019,Rabies,Clinical,,Cattle,23,1,0,0,0,Mixed,,Vaccination,2,GOK,,,
Narok,Narok South,Loita,,-1.8131987,35.723454,Village,18,February,2019,1/20/2019,February,2019,Rabies,Clinical,,Sheep,74,1,0,0,0,Mixed,,Vaccination,1,GOK,,,
Narok,Narok South,Loita,,-1.851446,35.8287252,Village,19,February,2019,1/22/2019,February,2019,Rabies,Clinical,,Cattle,23,1,0,0,0,Mixed,,Vaccination,1,GOK,,,
Narok,Narok South,Loita,,-1.8535428,35.8527381,Village,25,February,2019,1/26/2019,February,2019,Rabies,Clinical,,Cattle,46,1,0,0,0,Mixed,,Vaccination,1,GOK,,,
Narok,Narok South,Loita,,-1.6965791,35.8240758,Village,12,March,2019,1/14/2019,March,2019,Rabies,Clinical,,Sheep,52,2,0,0,1,Mixed,,Vaccination,5,GOK,,,
Narok,Narok East,Keekonyokie,,-1.0655965,36.3189089,Village,14,March,2019,1/15/2019,March,2019,Anthrax,Post Mortem,,Cattle,700,1,1,0,0,Mixed,,"Vaccination, Other",0,GOK,,,
Narok,Narok South,Loita,,-1.8451104,35.8452073,Village,24,March,2019,1/25/2019,March,2019,Rabies,Clinical,,Equine,74,4,1,0,1,Mixed,,Vaccination,4,GOK,,,
Narok,Transmara West,Kilgoris Central,,-1.0074504,34.8805645,Village/Farm,43531,July,2019,02/07/2019,july,2019,Anthrax,Laboratory,,Sheep,1,1,1,,0,Mixed,,Vaccination,,,,,
Nyandarua,Ndaragua,Shamata,Shamata,-0.195548,36.498871,Kalindu,27,December,2018,1/25/2019,February,2019,RVF,Laboratory,ELISA-Capture RVF IgM,Bovine,16,2,0,,,,,,,GOK,,,
Nyandarua,Ndaragwa,Ndaragwa,,,,Ol Borosat,18,February,2019,1/20/2019,February,2019,RVF,Laboratory,ELISA-Capture RVF IgM,Bovine,9,1,0,,,,,,,GOK,,,
Nyandarua,Ol Kalou,Kiganjo,Kiganjo,-0.380757,37.000742,,25,January,2019,1/25/2019,February,2019,RVF,Laboratory,ELISA-Capture RVF IgM,Ovine,15,1,0,,,,,,,GOK,,,
Nyeri,Nyeri Town,Gatitu/Muruguru,,-0.437775,36.9509164,Village,1,February,2019,01/01/2019,February,2019,Rabies,Clinical,,Canine,2,1,0,0,0,Intensive,,[Vaccination],2,GOK,,,
Nyeri,Mukurweini,Mukurwe-Ini Central,,-0.5606472,37.0427637,Village,9,January,2019,01/09/2019,January,2019,Rabies,Clinical,,Canine,3,1,0,0,0,N/A,,[Stamping Out],0,GOK,,,
Nyeri,Kieni,Kabaru,,-0.2664546,37.1110577,Village,8,January,2019,01/06/2019,January,2019,RVF,Clinical,,Bovine,3,1,1,0,0,Mixed,,[Treatment],0,GOK,,,
Nyeri,Tetu,Rware,Blue Valley,-0.460731,36.868406,Village,20,May,2019,1/22/2019,May,2019,Rabies,Laboratory,Rapid Rabies Antigen Test and Clinical Syndrome,Cannine,1,1,1,0,0,Intensive,5,N/A,N/A,GOK,,,
Nyeri,Tetu,Wamagana,Kaiguri,-0.401229,36.82926,Village,1,December,2019,01/05/2019,December,2019,RABIES,Laboratory,RAPID RABIES VIRUS ANTIGEN TEST,Goats,1,1,0,1,0,INTENSIVE,2,N/A,N/A,GOK,VIL,,
Nyeri,Kieni,Thegu River,,-0.2464232,37.0680388,Village/Farm,09/09/2019,September,2019,09/04/2019,September,2019,Rabies,Clinical,,Cattle,16,1,0,,0,Mixed,,No Action,0,GOK,KABS,,
Nyeri,Tetu,Rware,Blue Valley,-0.460731,36.868406,Village,20,May,2019,1/22/2019,May ,2019,Rabies,Laboratory,Rapid Rabies Antigen Test and Clinical Syndrome,Dog,1,1,1,0,0,Intensive,5,N/A,N/A,GOK,,,
Nyeri,Nyeri Town,Gatitu/Muruguru,,-0.437775,36.9509164,Village,1,February,2019,01/01/2019,February,2019,Rabies,Clinical,,Dog,2,1,0,0,0,Intensive,,Vaccination,2,GOK,,,
Nyeri,Mukurweini,Mukurwe-Ini Central,,-0.5606472,37.0427637,Village,9,January,2019,01/09/2019,January,2019,Rabies,Clinical,,Dog,3,1,0,0,0,N/A,,Stamping Out,0,GOK,,,
Nyeri,Kieni,Kabaru,,-0.2664546,37.1110577,Village,8,January,2019,01/06/2019,January,2019,RVF,Clinical,,Cattle,3,1,1,0,0,Mixed,,Treatment,0,GOK,,,
NYERI,NYERI,MUKURWE-INI,KIAWAITA,-0.527961,37.042408,VILLAGE,43531,july,2019,03/07/2019,july,2019,ANTHRAX,Laboratory,GIEMSA  STAINIG& POLYCHROME STAINING /MICROSCOPY,Cattle,9,1,1,0,0,INTENSIVE,5,N/A,N/A,GOK,,,
Samburu,Samburu West,Maralal,,1.0957478,36.6704968,Village,9,February,2019,01/12/2019,February,2019,Rabies,Clinical,,Canine,5,1,0,0,1,Mixed,,"[Stamping Out, Vaccination]",5,GOK,,,
Samburu,Samburu West,Maralal,,1.0929451,36.6906881,Village,13,February,2019,1/13/2019,February,2019,Rabies,Clinical,,Canine,6,1,0,0,0,Mixed,,"[Treatment, Vaccination]",4,GOK,,,
Samburu,Samburu West,Maralal,,10925688,36.7086959,Village,25,February,2019,1/26/2019,February,2019,Rabies,Clinical,,Feline,1,1,0,0,1,Mixed,,[Stamping Out],0,GOK,,,
Samburu,Samburu West,Maralal,,1.0928556,36.6927725,Village,26,February,2019,1/28/2019,February,2019,Rabies,Clinical,,Canine,2,1,0,0,2,N/A,,[Stamping Out],0,GOK,,,
Samburu,Samburu West,Maralal,,1.0903427,36.695255,Village,27,March,2019,1/29/2019,March,2019,Rabies,Clinical,,Canine,3,1,0,0,1,Mixed,,"[Vaccination, Stamping Out]",1,GOK,,,
Samburu,Samburu West,Maralal,,0.893416,36.683766,Village/Farm,20,May,2019,1/21/2019,May,2019,Rabies,Clinical,,Cattle,24,1,0,,0,Mixed,,"[Treatment, Vaccination, Stamping Out]",1,,,,
Samburu,Samburu West,Lodokejek,,1.173763,36.789378,Village/Farm,23,May,2019,1/24/2019,May,2019,Rabies,Clinical,,Camel,8,4,0,,0,Mixed,,"[Vaccination, Treatment]",8,,,,
Samburu,Samburu West,Lodokejek,,0.862936,36.63474,Village/Farm,22,May,2019,1/24/2019,May,2019,Rabies,Clinical,,Dogs,2,1,0,,1,Mixed,,"[Stamping Out, Vaccination]",1,,,,
Samburu,Samburu West,Suguta Marmar,,0.82363,36.668117,Village/Farm,26,May,2019,1/27/2019,May,2019,Rabies,Clinical,,Dogs,3,2,0,,0,Mixed,,"[Vaccination, Stamping Out]",1,,,,
Samburu,Samburu West,Maralal,,1.097055,36.6992602,Crush,11/19/2019,November,2019,11/20/2019,November,2019,Rabies,Clinical,,Dog,1,1,0,0,0,N/A,1,Stamping Out,,GOK,KABS,,
Samburu,Samburu West,Maralal,,1.0926138,36.6927725,Village,11/20/2019,November,2019,11/22/2019,November,2019,Rabies,Clinical,,Dog,0,1,0,0,0,Mixed,0,Stamping Out,,GOK,KABS,,
Samburu,Samburu West,Maralal,,1.0948693,36.6999342,Crush,11/27/2019,November,2019,11/26/2019,November,2019,Rabies,Clinical,,Dog,0,1,0,0,0,N/A,0,Stamping Out,,GOK,KABS,,
Samburu,Samburu West,Maralal,,1.0924139,36.6926894,Village,13/10/2019,October,2019,14/10/2019,October,2019,Rabies,Clinical,,Dog,1,1,,0,0,N/A,0,"Stamping Out, Vaccination",1,GOK,KABS,,
Samburu,Samburu West,Maralal,,1.0952023,36.6935308,Market,43809,October,2019,16/10/2019,October,2019,Rabies,Clinical,,Cats,1,1,,0,0,N/A,0,Stamping Out,0,GOK,KABS,,
Samburu,Samburu West,Maralal,,1.0923493,36.6927361,Crush,23/10/2019,October,2019,24/10/2019,October,2019,Rabies,Clinical,,Dog,1,1,,0,0,N/A,0,"Vaccination, Stamping Out",2,GOK,KABS,,
Samburu,Samburu West,Maralal,,1.0926162,36.692604,Village,30/10/2019,October,2019,31/10/2019,October,2019,Rabies,Clinical,,Cats,1,1,,0,0,N/A,0,Stamping Out,0,GOK,KABS,,
