date,county,diseases,diagnosis,hum_cases,catt_cases,cam_cases,goat_cases,shp_cases,sheep_pop,goat_pop,cam_pop,catt_pop,y
2018-04-01,Laikipia,Brucellosis,Lab confirmed,716,NA,NA,NA,NA,1227564,805052,15654,540130,2018
2018-04-01,Lamu,Brucellosis,Lab confirmed,2,NA,NA,NA,NA,84290,195758,250,196642,2018
2018-04-01,Machakos,Brucellosis,Clinically confirmed,129,NA,NA,NA,NA,343050,1249782,2946,724702,2018
2018-04-01,Machakos,Brucellosis,Lab confirmed,426,NA,NA,NA,NA,343050,1249782,2946,724702,2018
2018-04-01,Makueni,Brucellosis,Clinically confirmed,66,NA,NA,NA,NA,266230,1599276,2222,651606,2018
2018-04-01,Makueni,Brucellosis,Lab confirmed,542,NA,NA,NA,NA,266230,1599276,2222,651606,2018
2018-04-01,Mandera,Brucellosis,Clinically confirmed,84,NA,NA,NA,NA,4452066,9797614,3657330,2365978,2018
2018-04-01,Mandera,Brucellosis,Lab confirmed,504,NA,NA,NA,NA,4452066,9797614,3657330,2365978,2018
2018-04-01,Marsabit,Brucellosis,Clinically confirmed,193,NA,NA,NA,NA,1255664,1488950,430468,481472,2018
2018-04-01,Marsabit,Brucellosis,Lab confirmed,426,NA,NA,NA,NA,1255664,1488950,430468,481472,2018
2018-04-01,Meru,Brucellosis,Clinically confirmed,60,NA,NA,NA,NA,277542,684396,11464,624368,2018
2018-04-01,Meru,Brucellosis,Lab confirmed,719,NA,NA,NA,NA,277542,684396,11464,624368,2018
2018-04-01,Migori,Brucellosis,Clinically confirmed,282,NA,NA,NA,NA,141704,284408,0,646640,2018
2018-04-01,Migori,Brucellosis,Lab confirmed,1123,NA,NA,NA,NA,141704,284408,0,646640,2018
2018-04-01,Mombasa,Brucellosis,Clinically confirmed,1,NA,NA,NA,NA,4584,50822,116,21302,2018
2018-04-01,Mombasa,Brucellosis,Lab confirmed,56,NA,NA,NA,NA,4584,50822,116,21302,2018
2018-04-01,Murang'a,Brucellosis,Clinically confirmed,12,NA,NA,NA,NA,112950,347526,0,420206,2018
2018-04-01,Murang'a,Brucellosis,Lab confirmed,108,NA,NA,NA,NA,112950,347526,0,420206,2018
2018-04-01,Nairobi,Brucellosis,Clinically confirmed,279,NA,NA,NA,NA,38218,56830,0,58658,2018
2018-04-01,Nairobi,Brucellosis,Lab confirmed,953,NA,NA,NA,NA,38218,56830,0,58658,2018
2018-04-01,Nakuru,Brucellosis,Clinically confirmed,635,NA,NA,NA,NA,1064442,410784,776,793052,2018
2018-04-01,Nakuru,Brucellosis,Lab confirmed,2814,NA,NA,NA,NA,1064442,410784,776,793052,2018
2018-04-01,Nandi,Brucellosis,Clinically confirmed,1226,NA,NA,NA,NA,195424,70192,0,486836,2018
2018-04-01,Nandi,Brucellosis,Lab confirmed,2328,NA,NA,NA,NA,195424,70192,0,486836,2018
2018-04-01,Narok,Brucellosis,Clinically confirmed,405,NA,NA,NA,NA,5207084,2031690,3238,2977782,2018
2018-04-01,Narok,Brucellosis,Lab confirmed,1133,NA,NA,NA,NA,5207084,2031690,3238,2977782,2018
2018-04-01,Nyamira,Brucellosis,Clinically confirmed,263,NA,NA,NA,NA,23574,78670,0,239250,2018
2018-04-01,Nyamira,Brucellosis,Lab confirmed,1340,NA,NA,NA,NA,23574,78670,0,239250,2018
2018-04-01,Nyandarua,Brucellosis,Clinically confirmed,63,NA,NA,NA,NA,555524,74018,0,422726,2018
2018-04-01,Nyandarua,Brucellosis,Lab confirmed,814,NA,NA,NA,NA,555524,74018,0,422726,2018
2018-04-01,Nyeri,Brucellosis,Clinically confirmed,7,NA,NA,NA,NA,307456,214920,0,329014,2018
2018-04-01,Nyeri,Brucellosis,Lab confirmed,266,NA,NA,NA,NA,307456,214920,0,329014,2018
2018-04-01,Samburu,Brucellosis,Clinically confirmed,116,NA,NA,NA,NA,1133544,1433174,96344,571266,2018
2018-04-01,Samburu,Brucellosis,Lab confirmed,297,NA,NA,NA,NA,1133544,1433174,96344,571266,2018
2018-04-01,Siaya,Brucellosis,Clinically confirmed,61,NA,NA,NA,NA,266220,326444,0,652362,2018
2018-04-01,Siaya,Brucellosis,Lab confirmed,261,NA,NA,NA,NA,266220,326444,0,652362,2018
2018-04-01,Taita Taveta,Brucellosis,Clinically confirmed,38,NA,NA,NA,NA,93070,404226,5260,229628,2018
2018-04-01,Taita Taveta,Brucellosis,Lab confirmed,104,NA,NA,NA,NA,93070,404226,5260,229628,2018
2018-04-01,Tana River,Brucellosis,Clinically confirmed,4,NA,NA,NA,NA,896132,1181712,106596,543666,2018
2018-04-01,Tana River,Brucellosis,Lab confirmed,105,NA,NA,NA,NA,896132,1181712,106596,543666,2018
2018-04-01,Tharaka Nithi,Brucellosis,Clinically confirmed,99,NA,NA,NA,NA,107632,428434,248,181412,2018
2018-04-01,Tharaka Nithi,Brucellosis,Lab confirmed,472,NA,NA,NA,NA,107632,428434,248,181412,2018
2018-04-01,Trans Nzoia,Brucellosis,Clinically confirmed,396,NA,NA,NA,NA,272690,56398,0,366936,2018
2018-04-01,Trans Nzoia,Brucellosis,Lab confirmed,2015,NA,NA,NA,NA,272690,56398,0,366936,2018
2018-04-01,Turkana,Brucellosis,Clinically confirmed,172,NA,NA,NA,NA,2107512,3981858,523846,649608,2018
2018-04-01,Turkana,Brucellosis,Lab confirmed,605,NA,NA,NA,NA,2107512,3981858,523846,649608,2018
2018-04-01,Uasin Gishu,Brucellosis,Clinically confirmed,586,NA,NA,NA,NA,439850,91708,296,556844,2018
2018-04-01,Uasin Gishu,Brucellosis,Lab confirmed,2143,NA,NA,NA,NA,439850,91708,296,556844,2018
2018-04-01,Vihiga,Brucellosis,Clinically confirmed,57,NA,NA,NA,NA,12290,61708,0,253236,2018
2018-04-01,Vihiga,Brucellosis,Lab confirmed,327,NA,NA,NA,NA,12290,61708,0,253236,2018
2018-04-01,Wajir,Brucellosis,Clinically confirmed,54,NA,NA,NA,NA,4381276,6396568,2353064,1734462,2018
2018-04-01,Wajir,Brucellosis,Lab confirmed,550,NA,NA,NA,NA,4381276,6396568,2353064,1734462,2018
2018-04-01,West Pokot,Brucellosis,Clinically confirmed,225,NA,NA,NA,NA,716586,1528350,38778,833676,2018
2018-04-01,West Pokot,Brucellosis,Lab confirmed,666,NA,NA,NA,NA,716586,1528350,38778,833676,2018
2018-05-01,Baringo,Brucellosis,Clinically confirmed,248,NA,NA,NA,NA,686686,1867454,77000,819692,2018
2018-05-01,Baringo,Brucellosis,Lab confirmed,631,NA,NA,NA,NA,686686,1867454,77000,819692,2018
2018-05-01,Bomet,Brucellosis,Clinically confirmed,130,NA,NA,NA,NA,160984,152918,0,636418,2018
2018-05-01,Bomet,Brucellosis,Lab confirmed,871,NA,NA,NA,NA,160984,152918,0,636418,2018
2018-05-01,Bungoma,Brucellosis,Clinically confirmed,593,NA,NA,NA,NA,156988,219386,0,702518,2018
2018-05-01,Bungoma,Brucellosis,Lab confirmed,3048,NA,NA,NA,NA,156988,219386,0,702518,2018
2018-05-01,Busia,Brucellosis,Clinically confirmed,88,NA,NA,NA,NA,43408,164606,0,413256,2018
2018-05-01,Busia,Brucellosis,Lab confirmed,479,NA,NA,NA,NA,43408,164606,0,413256,2018
2018-05-01,Elgeyo Marakwet,Brucellosis,Clinically confirmed,419,NA,NA,NA,NA,380062,199852,178,300906,2018
2018-05-01,Elgeyo Marakwet,Brucellosis,Lab confirmed,1743,NA,NA,NA,NA,380062,199852,178,300906,2018
2018-05-01,Embu,Brucellosis,Clinically confirmed,40,NA,NA,NA,NA,90492,538266,456,276830,2018
2018-05-01,Embu,Brucellosis,Lab confirmed,153,NA,NA,NA,NA,90492,538266,456,276830,2018
2018-05-01,Garissa,Brucellosis,Clinically confirmed,59,NA,NA,NA,NA,5493154,7714584,1632114,2841382,2018
2018-05-01,Garissa,Brucellosis,Lab confirmed,1111,NA,NA,NA,NA,5493154,7714584,1632114,2841382,2018
2018-05-01,Homa Bay,Brucellosis,Clinically confirmed,92,NA,NA,NA,NA,296748,359110,0,681938,2018
2018-05-01,Homa Bay,Brucellosis,Lab confirmed,163,NA,NA,NA,NA,296748,359110,0,681938,2018
2018-05-01,Isiolo,Brucellosis,Clinically confirmed,136,NA,NA,NA,NA,1709450,2060010,297718,543196,2018
2018-05-01,Isiolo,Brucellosis,Lab confirmed,395,NA,NA,NA,NA,1709450,2060010,297718,543196,2018
2018-05-01,Kajiado,Brucellosis,Clinically confirmed,293,NA,NA,NA,NA,2241298,1755488,7168,1155420,2018
2018-05-01,Kajiado,Brucellosis,Lab confirmed,1617,NA,NA,NA,NA,2241298,1755488,7168,1155420,2018
2018-05-01,Kakamega,Brucellosis,Clinically confirmed,170,NA,NA,NA,NA,113768,156288,0,806900,2018
2018-05-01,Kakamega,Brucellosis,Lab confirmed,595,NA,NA,NA,NA,113768,156288,0,806900,2018
2018-05-01,Kericho,Brucellosis,Clinically confirmed,495,NA,NA,NA,NA,112476,143750,0,483296,2018
2018-05-01,Kericho,Brucellosis,Lab confirmed,2267,NA,NA,NA,NA,112476,143750,0,483296,2018
2018-05-01,Kiambu,Brucellosis,Clinically confirmed,78,NA,NA,NA,NA,236778,167194,0,400788,2018
2018-05-01,Kiambu,Brucellosis,Lab confirmed,765,NA,NA,NA,NA,236778,167194,0,400788,2018
2018-05-01,Kilifi,Brucellosis,Lab confirmed,15,NA,NA,NA,NA,112962,1084514,4044,472914,2018
2018-05-01,Kirinyaga,Brucellosis,Clinically confirmed,23,NA,NA,NA,NA,53502,213688,0,232882,2018
2018-05-01,Kirinyaga,Brucellosis,Lab confirmed,116,NA,NA,NA,NA,53502,213688,0,232882,2018
2018-05-01,Kisii,Brucellosis,Clinically confirmed,907,NA,NA,NA,NA,22002,113892,0,433716,2018
2018-05-01,Kisii,Brucellosis,Lab confirmed,3291,NA,NA,NA,NA,22002,113892,0,433716,2018
2018-05-01,Kisumu,Brucellosis,Clinically confirmed,48,NA,NA,NA,NA,327074,275392,0,485992,2018
2018-05-01,Kisumu,Brucellosis,Lab confirmed,572,NA,NA,NA,NA,327074,275392,0,485992,2018
2018-05-01,Kitui,Brucellosis,Clinically confirmed,176,NA,NA,NA,NA,211660,2741120,10404,687264,2018
2018-05-01,Kitui,Brucellosis,Lab confirmed,1224,NA,NA,NA,NA,211660,2741120,10404,687264,2018
2018-05-01,Kwale,Brucellosis,Clinically confirmed,42,NA,NA,NA,NA,181230,764820,2192,620868,2018
2018-05-01,Kwale,Brucellosis,Lab confirmed,67,NA,NA,NA,NA,181230,764820,2192,620868,2018
2018-05-01,Laikipia,Brucellosis,Clinically confirmed,102,NA,NA,NA,NA,1227564,805052,15654,540130,2018
2018-05-01,Laikipia,Brucellosis,Lab confirmed,573,NA,NA,NA,NA,1227564,805052,15654,540130,2018
2018-05-01,Machakos,Brucellosis,Clinically confirmed,156,NA,NA,NA,NA,343050,1249782,2946,724702,2018
2018-05-01,Machakos,Brucellosis,Lab confirmed,484,NA,NA,NA,NA,343050,1249782,2946,724702,2018
2018-05-01,Makueni,Brucellosis,Clinically confirmed,98,NA,NA,NA,NA,266230,1599276,2222,651606,2018
2018-05-01,Makueni,Brucellosis,Lab confirmed,622,NA,NA,NA,NA,266230,1599276,2222,651606,2018
2018-05-01,Mandera,Brucellosis,Clinically confirmed,188,NA,NA,NA,NA,4452066,9797614,3657330,2365978,2018
2018-05-01,Mandera,Brucellosis,Lab confirmed,587,NA,NA,NA,NA,4452066,9797614,3657330,2365978,2018
2018-05-01,Marsabit,Brucellosis,Clinically confirmed,364,NA,NA,NA,NA,1255664,1488950,430468,481472,2018
2018-05-01,Marsabit,Brucellosis,Lab confirmed,573,NA,NA,NA,NA,1255664,1488950,430468,481472,2018
2018-05-01,Meru,Brucellosis,Clinically confirmed,27,NA,NA,NA,NA,277542,684396,11464,624368,2018
2018-05-01,Meru,Brucellosis,Lab confirmed,791,NA,NA,NA,NA,277542,684396,11464,624368,2018
2018-05-01,Migori,Brucellosis,Clinically confirmed,296,NA,NA,NA,NA,141704,284408,0,646640,2018
2018-05-01,Migori,Brucellosis,Lab confirmed,1090,NA,NA,NA,NA,141704,284408,0,646640,2018
2018-05-01,Mombasa,Brucellosis,Clinically confirmed,1,NA,NA,NA,NA,4584,50822,116,21302,2018
2018-05-01,Mombasa,Brucellosis,Lab confirmed,34,NA,NA,NA,NA,4584,50822,116,21302,2018
2018-05-01,Murang'a,Brucellosis,Clinically confirmed,17,NA,NA,NA,NA,112950,347526,0,420206,2018
2018-05-01,Murang'a,Brucellosis,Lab confirmed,86,NA,NA,NA,NA,112950,347526,0,420206,2018
2018-05-01,Nairobi,Brucellosis,Clinically confirmed,305,NA,NA,NA,NA,38218,56830,0,58658,2018
2018-05-01,Nairobi,Brucellosis,Lab confirmed,905,NA,NA,NA,NA,38218,56830,0,58658,2018
2018-05-01,Nakuru,Brucellosis,Clinically confirmed,725,NA,NA,NA,NA,1064442,410784,776,793052,2018
2018-05-01,Nakuru,Brucellosis,Lab confirmed,3531,NA,NA,NA,NA,1064442,410784,776,793052,2018
2018-05-01,Nandi,Brucellosis,Clinically confirmed,2069,NA,NA,NA,NA,195424,70192,0,486836,2018
2018-05-01,Nandi,Brucellosis,Lab confirmed,4198,NA,NA,NA,NA,195424,70192,0,486836,2018
2018-05-01,Narok,Brucellosis,Clinically confirmed,506,NA,NA,NA,NA,5207084,2031690,3238,2977782,2018
2018-05-01,Narok,Brucellosis,Lab confirmed,1970,NA,NA,NA,NA,5207084,2031690,3238,2977782,2018
2018-05-01,Nyamira,Brucellosis,Clinically confirmed,219,NA,NA,NA,NA,23574,78670,0,239250,2018
2018-05-01,Nyamira,Brucellosis,Lab confirmed,1315,NA,NA,NA,NA,23574,78670,0,239250,2018
2018-05-01,Nyandarua,Brucellosis,Clinically confirmed,77,NA,NA,NA,NA,555524,74018,0,422726,2018
2018-05-01,Nyandarua,Brucellosis,Lab confirmed,1048,NA,NA,NA,NA,555524,74018,0,422726,2018
2018-05-01,Nyeri,Brucellosis,Clinically confirmed,10,NA,NA,NA,NA,307456,214920,0,329014,2018
2018-05-01,Nyeri,Brucellosis,Lab confirmed,168,NA,NA,NA,NA,307456,214920,0,329014,2018
2018-05-01,Samburu,Brucellosis,Clinically confirmed,47,NA,NA,NA,NA,1133544,1433174,96344,571266,2018
2018-05-01,Samburu,Brucellosis,Lab confirmed,604,NA,NA,NA,NA,1133544,1433174,96344,571266,2018
2018-05-01,Siaya,Brucellosis,Clinically confirmed,73,NA,NA,NA,NA,266220,326444,0,652362,2018
2018-05-01,Siaya,Brucellosis,Lab confirmed,228,NA,NA,NA,NA,266220,326444,0,652362,2018
2018-05-01,Taita Taveta,Brucellosis,Clinically confirmed,28,NA,NA,NA,NA,93070,404226,5260,229628,2018
2018-05-01,Taita Taveta,Brucellosis,Lab confirmed,225,NA,NA,NA,NA,93070,404226,5260,229628,2018
2018-05-01,Tana River,Brucellosis,Clinically confirmed,5,NA,NA,NA,NA,896132,1181712,106596,543666,2018
2018-05-01,Tana River,Brucellosis,Lab confirmed,59,NA,NA,NA,NA,896132,1181712,106596,543666,2018
2018-05-01,Tharaka Nithi,Brucellosis,Clinically confirmed,114,NA,NA,NA,NA,107632,428434,248,181412,2018
2018-05-01,Tharaka Nithi,Brucellosis,Lab confirmed,489,NA,NA,NA,NA,107632,428434,248,181412,2018
2018-05-01,Trans Nzoia,Brucellosis,Clinically confirmed,337,NA,NA,NA,NA,272690,56398,0,366936,2018
2018-05-01,Trans Nzoia,Brucellosis,Lab confirmed,1741,NA,NA,NA,NA,272690,56398,0,366936,2018
2018-05-01,Turkana,Brucellosis,Clinically confirmed,244,NA,NA,NA,NA,2107512,3981858,523846,649608,2018
2018-05-01,Turkana,Brucellosis,Lab confirmed,926,NA,NA,NA,NA,2107512,3981858,523846,649608,2018
2018-05-01,Uasin Gishu,Brucellosis,Clinically confirmed,911,NA,NA,NA,NA,439850,91708,296,556844,2018
2018-05-01,Uasin Gishu,Brucellosis,Lab confirmed,2637,NA,NA,NA,NA,439850,91708,296,556844,2018
2018-05-01,Vihiga,Brucellosis,Clinically confirmed,66,NA,NA,NA,NA,12290,61708,0,253236,2018
2018-05-01,Vihiga,Brucellosis,Lab confirmed,600,NA,NA,NA,NA,12290,61708,0,253236,2018
2018-05-01,Wajir,Brucellosis,Clinically confirmed,117,NA,NA,NA,NA,4381276,6396568,2353064,1734462,2018
2018-05-01,Wajir,Brucellosis,Lab confirmed,723,NA,NA,NA,NA,4381276,6396568,2353064,1734462,2018
2018-05-01,West Pokot,Brucellosis,Clinically confirmed,446,NA,NA,NA,NA,716586,1528350,38778,833676,2018
2018-05-01,West Pokot,Brucellosis,Lab confirmed,1280,NA,NA,NA,NA,716586,1528350,38778,833676,2018
2018-06-01,Baringo,Brucellosis,Clinically confirmed,301,NA,NA,NA,NA,686686,1867454,77000,819692,2018
2018-06-01,Baringo,Brucellosis,Lab confirmed,800,NA,NA,NA,NA,686686,1867454,77000,819692,2018
2018-06-01,Bomet,Brucellosis,Clinically confirmed,168,1,NA,NA,NA,160984,152918,0,636418,2018
2018-06-01,Bomet,Brucellosis,Lab confirmed,863,NA,NA,NA,NA,160984,152918,0,636418,2018
2018-06-01,Bungoma,Brucellosis,Clinically confirmed,447,NA,NA,NA,NA,156988,219386,0,702518,2018
2018-06-01,Bungoma,Brucellosis,Lab confirmed,2639,NA,NA,NA,NA,156988,219386,0,702518,2018
2018-06-01,Busia,Brucellosis,Clinically confirmed,82,NA,NA,NA,NA,43408,164606,0,413256,2018
2018-06-01,Busia,Brucellosis,Lab confirmed,568,NA,NA,NA,NA,43408,164606,0,413256,2018
2018-06-01,Elgeyo Marakwet,Brucellosis,Clinically confirmed,400,NA,NA,NA,NA,380062,199852,178,300906,2018
2018-06-01,Elgeyo Marakwet,Brucellosis,Lab confirmed,1804,NA,NA,NA,NA,380062,199852,178,300906,2018
2018-06-01,Embu,Brucellosis,Clinically confirmed,66,NA,NA,NA,NA,90492,538266,456,276830,2018
2018-06-01,Embu,Brucellosis,Lab confirmed,256,NA,NA,NA,NA,90492,538266,456,276830,2018
2018-06-01,Garissa,Brucellosis,Clinically confirmed,76,NA,NA,NA,NA,5493154,7714584,1632114,2841382,2018
2018-06-01,Garissa,Brucellosis,Lab confirmed,1410,NA,NA,NA,NA,5493154,7714584,1632114,2841382,2018
2018-06-01,Homa Bay,Brucellosis,Clinically confirmed,141,NA,NA,NA,NA,296748,359110,0,681938,2018
2018-06-01,Homa Bay,Brucellosis,Lab confirmed,456,NA,NA,NA,NA,296748,359110,0,681938,2018
2018-06-01,Isiolo,Brucellosis,Clinically confirmed,129,NA,NA,NA,NA,1709450,2060010,297718,543196,2018
2018-06-01,Isiolo,Brucellosis,Lab confirmed,428,NA,NA,NA,NA,1709450,2060010,297718,543196,2018
2018-06-01,Kajiado,Brucellosis,Clinically confirmed,261,NA,NA,NA,NA,2241298,1755488,7168,1155420,2018
2018-06-01,Kajiado,Brucellosis,Lab confirmed,1578,NA,NA,NA,NA,2241298,1755488,7168,1155420,2018
2018-06-01,Kakamega,Brucellosis,Clinically confirmed,156,NA,NA,NA,NA,113768,156288,0,806900,2018
2018-06-01,Kakamega,Brucellosis,Lab confirmed,1500,NA,NA,NA,NA,113768,156288,0,806900,2018
2018-06-01,Kericho,Brucellosis,Clinically confirmed,591,NA,NA,NA,NA,112476,143750,0,483296,2018
2018-06-01,Kericho,Brucellosis,Lab confirmed,2221,NA,NA,NA,NA,112476,143750,0,483296,2018
2018-06-01,Kiambu,Brucellosis,Clinically confirmed,69,NA,NA,NA,NA,236778,167194,0,400788,2018
2018-06-01,Kiambu,Brucellosis,Lab confirmed,969,NA,NA,NA,NA,236778,167194,0,400788,2018
2018-06-01,Kilifi,Brucellosis,Clinically confirmed,3,NA,NA,NA,NA,112962,1084514,4044,472914,2018
2018-06-01,Kilifi,Brucellosis,Lab confirmed,12,NA,NA,NA,NA,112962,1084514,4044,472914,2018
2018-06-01,Kirinyaga,Brucellosis,Clinically confirmed,13,NA,NA,NA,NA,53502,213688,0,232882,2018
2018-06-01,Kirinyaga,Brucellosis,Lab confirmed,57,NA,NA,NA,NA,53502,213688,0,232882,2018
2018-06-01,Kisii,Brucellosis,Clinically confirmed,769,NA,NA,NA,NA,22002,113892,0,433716,2018
2018-06-01,Kisii,Brucellosis,Lab confirmed,3465,NA,NA,NA,NA,22002,113892,0,433716,2018
2018-06-01,Kisumu,Brucellosis,Clinically confirmed,80,NA,NA,NA,NA,327074,275392,0,485992,2018
2018-06-01,Kisumu,Brucellosis,Lab confirmed,642,NA,NA,NA,NA,327074,275392,0,485992,2018
2018-06-01,Kitui,Brucellosis,Clinically confirmed,127,NA,NA,NA,NA,211660,2741120,10404,687264,2018
2018-06-01,Kitui,Brucellosis,Lab confirmed,924,NA,NA,NA,NA,211660,2741120,10404,687264,2018
2018-06-01,Kwale,Brucellosis,Clinically confirmed,42,NA,NA,NA,NA,181230,764820,2192,620868,2018
2018-06-01,Kwale,Brucellosis,Lab confirmed,103,NA,NA,NA,NA,181230,764820,2192,620868,2018
2018-06-01,Laikipia,Brucellosis,Clinically confirmed,68,NA,NA,NA,NA,1227564,805052,15654,540130,2018
2018-06-01,Laikipia,Brucellosis,Lab confirmed,494,NA,NA,NA,NA,1227564,805052,15654,540130,2018
2018-06-01,Lamu,Brucellosis,Clinically confirmed,4,NA,NA,NA,NA,84290,195758,250,196642,2018
2018-06-01,Machakos,Brucellosis,Clinically confirmed,153,NA,NA,NA,NA,343050,1249782,2946,724702,2018
2018-06-01,Machakos,Brucellosis,Lab confirmed,767,NA,NA,NA,NA,343050,1249782,2946,724702,2018
2018-06-01,Makueni,Brucellosis,Clinically confirmed,103,NA,NA,NA,NA,266230,1599276,2222,651606,2018
2018-06-01,Makueni,Brucellosis,Lab confirmed,450,NA,NA,NA,NA,266230,1599276,2222,651606,2018
2018-06-01,Mandera,Brucellosis,Clinically confirmed,161,NA,NA,NA,NA,4452066,9797614,3657330,2365978,2018
2018-06-01,Mandera,Brucellosis,Lab confirmed,630,NA,NA,NA,NA,4452066,9797614,3657330,2365978,2018
2018-06-01,Marsabit,Brucellosis,Clinically confirmed,343,NA,NA,NA,NA,1255664,1488950,430468,481472,2018
2018-06-01,Marsabit,Brucellosis,Lab confirmed,466,NA,NA,NA,NA,1255664,1488950,430468,481472,2018
2018-06-01,Meru,Brucellosis,Clinically confirmed,54,NA,NA,NA,NA,277542,684396,11464,624368,2018
2018-06-01,Meru,Brucellosis,Lab confirmed,514,NA,NA,NA,NA,277542,684396,11464,624368,2018
2018-06-01,Migori,Brucellosis,Clinically confirmed,326,NA,NA,NA,NA,141704,284408,0,646640,2018
2018-06-01,Migori,Brucellosis,Lab confirmed,1396,NA,NA,NA,NA,141704,284408,0,646640,2018
2018-06-01,Mombasa,Brucellosis,Clinically confirmed,2,NA,NA,NA,NA,4584,50822,116,21302,2018
2018-06-01,Mombasa,Brucellosis,Lab confirmed,37,NA,NA,NA,NA,4584,50822,116,21302,2018
2018-06-01,Murang'a,Brucellosis,Clinically confirmed,13,NA,NA,NA,NA,112950,347526,0,420206,2018
2018-06-01,Murang'a,Brucellosis,Lab confirmed,115,NA,NA,NA,NA,112950,347526,0,420206,2018
2018-06-01,Nairobi,Brucellosis,Clinically confirmed,318,NA,NA,NA,NA,38218,56830,0,58658,2018
2018-06-01,Nairobi,Brucellosis,Lab confirmed,914,NA,NA,NA,NA,38218,56830,0,58658,2018
2018-06-01,Nakuru,Brucellosis,Clinically confirmed,602,1,NA,NA,NA,1064442,410784,776,793052,2018
2018-06-01,Nakuru,Brucellosis,Lab confirmed,3191,NA,NA,NA,NA,1064442,410784,776,793052,2018
2018-06-01,Nandi,Brucellosis,Clinically confirmed,1716,NA,NA,NA,NA,195424,70192,0,486836,2018
2018-06-01,Nandi,Brucellosis,Lab confirmed,3668,NA,NA,NA,NA,195424,70192,0,486836,2018
2018-06-01,Narok,Brucellosis,Clinically confirmed,563,NA,NA,NA,NA,5207084,2031690,3238,2977782,2018
2018-06-01,Narok,Brucellosis,Lab confirmed,2046,NA,NA,NA,NA,5207084,2031690,3238,2977782,2018
2018-06-01,Nyamira,Brucellosis,Clinically confirmed,254,NA,NA,NA,NA,23574,78670,0,239250,2018
2018-06-01,Nyamira,Brucellosis,Lab confirmed,983,NA,NA,NA,NA,23574,78670,0,239250,2018
2018-06-01,Nyandarua,Brucellosis,Clinically confirmed,120,NA,NA,NA,NA,555524,74018,0,422726,2018
2018-06-01,Nyandarua,Brucellosis,Lab confirmed,901,NA,NA,NA,NA,555524,74018,0,422726,2018
2018-06-01,Nyeri,Brucellosis,Clinically confirmed,7,NA,NA,NA,NA,307456,214920,0,329014,2018
2018-06-01,Nyeri,Brucellosis,Lab confirmed,213,NA,NA,NA,NA,307456,214920,0,329014,2018
2018-06-01,Samburu,Brucellosis,Clinically confirmed,88,NA,NA,NA,NA,1133544,1433174,96344,571266,2018
2018-06-01,Samburu,Brucellosis,Lab confirmed,196,NA,NA,NA,NA,1133544,1433174,96344,571266,2018
2018-06-01,Siaya,Brucellosis,Clinically confirmed,66,NA,NA,NA,NA,266220,326444,0,652362,2018
2018-06-01,Siaya,Brucellosis,Lab confirmed,910,NA,NA,NA,NA,266220,326444,0,652362,2018
2018-06-01,Taita Taveta,Brucellosis,Clinically confirmed,31,NA,NA,NA,NA,93070,404226,5260,229628,2018
2018-06-01,Taita Taveta,Brucellosis,Lab confirmed,200,NA,NA,NA,NA,93070,404226,5260,229628,2018
2018-06-01,Tana River,Brucellosis,Clinically confirmed,7,NA,NA,NA,NA,896132,1181712,106596,543666,2018
2018-06-01,Tana River,Brucellosis,Lab confirmed,65,NA,NA,NA,NA,896132,1181712,106596,543666,2018
2018-06-01,Tharaka Nithi,Brucellosis,Clinically confirmed,122,NA,NA,NA,NA,107632,428434,248,181412,2018
2018-06-01,Tharaka Nithi,Brucellosis,Lab confirmed,595,NA,NA,NA,NA,107632,428434,248,181412,2018
2018-06-01,Trans Nzoia,Brucellosis,Clinically confirmed,302,NA,NA,NA,NA,272690,56398,0,366936,2018
2018-06-01,Trans Nzoia,Brucellosis,Lab confirmed,1894,NA,NA,NA,NA,272690,56398,0,366936,2018
2018-06-01,Turkana,Brucellosis,Clinically confirmed,232,NA,NA,NA,NA,2107512,3981858,523846,649608,2018
2018-06-01,Turkana,Brucellosis,Lab confirmed,789,NA,NA,NA,NA,2107512,3981858,523846,649608,2018
2018-06-01,Uasin Gishu,Brucellosis,Clinically confirmed,697,NA,NA,NA,NA,439850,91708,296,556844,2018
2018-06-01,Uasin Gishu,Brucellosis,Lab confirmed,2149,NA,NA,NA,NA,439850,91708,296,556844,2018
2018-06-01,Vihiga,Brucellosis,Clinically confirmed,77,NA,NA,NA,NA,12290,61708,0,253236,2018
2018-06-01,Vihiga,Brucellosis,Lab confirmed,532,NA,NA,NA,NA,12290,61708,0,253236,2018
2018-06-01,Wajir,Brucellosis,Clinically confirmed,69,NA,NA,NA,NA,4381276,6396568,2353064,1734462,2018
2018-06-01,Wajir,Brucellosis,Lab confirmed,989,NA,NA,NA,NA,4381276,6396568,2353064,1734462,2018
2018-06-01,West Pokot,Brucellosis,Clinically confirmed,443,NA,NA,NA,NA,716586,1528350,38778,833676,2018
2018-06-01,West Pokot,Brucellosis,Lab confirmed,1721,NA,NA,NA,NA,716586,1528350,38778,833676,2018
2018-07-01,Baringo,Brucellosis,Clinically confirmed,361,NA,NA,NA,NA,686686,1867454,77000,819692,2018
2018-07-01,Baringo,Brucellosis,Lab confirmed,1380,NA,NA,NA,NA,686686,1867454,77000,819692,2018
2018-07-01,Bomet,Brucellosis,Clinically confirmed,115,3,NA,NA,NA,160984,152918,0,636418,2018
