county,lag,Model type,variable,estimate,std.error,statistic,p.value,conf.low,conf.high,r_squared,AIC,adj_r_squared,significance
Machakos,0,Individual,(Intercept),-1.428,18.39,-0.078,0.938,-31.68,28.824,0.000138181161891476,1128.07982618285,-0.019,Not Significant
Machakos,0,Individual,Camel incidence,,,,,,,0.000138181161891476,1128.07982618285,-0.019,
Machakos,0,Individual,Sheep incidence,,,,,,,0.000138181161891476,1128.07982618285,-0.019,
Machakos,0,Individual,Cattle incidence,-0.704,15.413,-0.046,0.964,-26.059,24.651,0.000138181161891476,1128.07982618285,-0.019,Not Significant
Machakos,0,Individual,Goat Incidence,11.745,99.457,0.118,0.906,-151.861,175.352,0.000138181161891476,1128.07982618285,-0.019,Not Significant
Machakos,1,Individual,(Intercept),-0.393,18.5,-0.021,0.983,-30.825,30.039,0.00410748786600033,1117.8430186811,-0.015,Not Significant
Machakos,1,Individual,Camel incidence,,,,,,,0.00410748786600033,1117.8430186811,-0.015,
Machakos,1,Individual,Sheep incidence,,,,,,,0.00410748786600033,1117.8430186811,-0.015,
Machakos,1,Individual,Cattle incidence,-8.273,15.432,-0.536,0.593,-33.659,17.113,0.00410748786600033,1117.8430186811,-0.015,Not Significant
Machakos,1,Individual,Goat Incidence,-2.668,99.579,-0.027,0.979,-166.475,161.139,0.00410748786600033,1117.8430186811,-0.015,Not Significant
Machakos,2,Individual,(Intercept),0.041,18.7,0.002,0.998,-30.721,30.803,0.00120024485354336,1108.61556909909,-0.018,Not Significant
Machakos,2,Individual,Camel incidence,,,,,,,0.00120024485354336,1108.61556909909,-0.018,
Machakos,2,Individual,Sheep incidence,,,,,,,0.00120024485354336,1108.61556909909,-0.018,
Machakos,2,Individual,Cattle incidence,4.825,15.526,0.311,0.757,-20.715,30.365,0.00120024485354336,1108.61556909909,-0.018,Not Significant
Machakos,2,Individual,Goat Incidence,-30.293,100.184,-0.302,0.763,-195.095,134.509,0.00120024485354336,1108.61556909909,-0.018,Not Significant
Machakos,3,Individual,(Intercept),-0.5,18.785,-0.027,0.979,-31.401,30.401,0.0106945147866013,1098.04679139205,-0.009,Not Significant
Machakos,3,Individual,Camel incidence,,,,,,,0.0106945147866013,1098.04679139205,-0.009,
Machakos,3,Individual,Sheep incidence,,,,,,,0.0106945147866013,1098.04679139205,-0.009,
Machakos,3,Individual,Cattle incidence,1.684,15.522,0.109,0.914,-23.849,27.217,0.0106945147866013,1098.04679139205,-0.009,Not Significant
Machakos,3,Individual,Goat Incidence,82.161,100.156,0.82,0.414,-82.595,246.918,0.0106945147866013,1098.04679139205,-0.009,Not Significant
Machakos,4,Individual,(Intercept),-2.195,18.737,-0.117,0.907,-33.017,28.627,0.0268916417813366,1086.01123502403,0.007,Not Significant
Machakos,4,Individual,Camel incidence,,,,,,,0.0268916417813366,1086.01123502403,0.007,
Machakos,4,Individual,Sheep incidence,,,,,,,0.0268916417813366,1086.01123502403,0.007,
Machakos,4,Individual,Cattle incidence,-13.096,15.407,-0.85,0.397,-38.441,12.249,0.0268916417813366,1086.01123502403,0.007,Not Significant
Machakos,4,Individual,Goat Incidence,-74.868,99.417,-0.753,0.453,-238.41,88.673,0.0268916417813366,1086.01123502403,0.007,Not Significant
Machakos,5,Individual,(Intercept),-0.226,18.862,-0.012,0.99,-31.254,30.802,0.0202398937869069,1075.82915491046,0,Not Significant
Machakos,5,Individual,Camel incidence,,,,,,,0.0202398937869069,1075.82915491046,0,
Machakos,5,Individual,Sheep incidence,,,,,,,0.0202398937869069,1075.82915491046,0,
Machakos,5,Individual,Cattle incidence,8.558,15.836,0.54,0.59,-17.493,34.608,0.0202398937869069,1075.82915491046,0,Not Significant
Machakos,5,Individual,Goat Incidence,81.907,100.324,0.816,0.416,-83.126,246.94,0.0202398937869069,1075.82915491046,0,Not Significant
Machakos,6,Individual,(Intercept),-0.596,19.213,-0.031,0.975,-32.201,31.01,0.00203037612501878,1068.11256280599,-0.018,Not Significant
Machakos,6,Individual,Camel incidence,,,,,,,0.00203037612501878,1068.11256280599,-0.018,
Machakos,6,Individual,Sheep incidence,,,,,,,0.00203037612501878,1068.11256280599,-0.018,
Machakos,6,Individual,Cattle incidence,-5.003,16.491,-0.303,0.762,-32.131,22.125,0.00203037612501878,1068.11256280599,-0.018,Not Significant
Machakos,6,Individual,Goat Incidence,-10.697,102.542,-0.104,0.917,-179.378,157.984,0.00203037612501878,1068.11256280599,-0.018,Not Significant
Makueni,0,Combined,(Intercept),-0.971,21.879,-0.044,0.965,-36.961,35.019,0.00797715852662278,1164.27180240734,-0.001,Not Significant
Makueni,0,Combined,Total animal incidence,-2.265,2.465,-0.919,0.36,-6.319,1.79,0.00797715852662278,1164.27180240734,-0.001,Not Significant
Makueni,1,Combined,(Intercept),-5.192,21.746,-0.239,0.812,-40.964,30.579,0.001166938181606,1151.14067276455,-0.008,Not Significant
Makueni,1,Combined,Total animal incidence,0.85,2.438,0.349,0.728,-3.161,4.861,0.001166938181606,1151.14067276455,-0.008,Not Significant
Makueni,2,Combined,(Intercept),0.479,21.179,0.023,0.982,-34.361,35.318,0.00206292027832892,1133.77910305263,-0.008,Not Significant
Makueni,2,Combined,Total animal incidence,1.091,2.364,0.461,0.645,-2.797,4.979,0.00206292027832892,1133.77910305263,-0.008,Not Significant
Makueni,3,Combined,(Intercept),-0.176,21.386,-0.008,0.993,-35.355,35.004,0.00101997276546425,1124.04216019428,-0.009,Not Significant
Makueni,3,Combined,Total animal incidence,-0.767,2.375,-0.323,0.748,-4.674,3.141,0.00101997276546425,1124.04216019428,-0.009,Not Significant
Makueni,4,Combined,(Intercept),-1.518,21.562,-0.07,0.944,-36.988,33.952,9.92417893846447e-05,1113.9714925299,-0.01,Not Significant
Makueni,4,Combined,Total animal incidence,-0.239,2.383,-0.1,0.92,-4.159,3.682,9.92417893846447e-05,1113.9714925299,-0.01,Not Significant
Makueni,5,Combined,(Intercept),-0.316,21.737,-0.015,0.988,-36.072,35.441,0.000544156587598464,1103.84327617529,-0.009,Not Significant
Makueni,5,Combined,Total animal incidence,0.558,2.391,0.233,0.816,-3.375,4.491,0.000544156587598464,1103.84327617529,-0.009,Not Significant
Makueni,6,Combined,(Intercept),0.254,21.927,0.012,0.991,-35.817,36.324,0.00227525129110786,1093.83014459006,-0.008,Not Significant
Makueni,6,Combined,Total animal incidence,-1.14,2.4,-0.475,0.636,-5.088,2.808,0.00227525129110786,1093.83014459006,-0.008,Not Significant
Makueni,0,Individual,(Intercept),-0.971,22.041,-0.044,0.965,-37.229,35.287,0.0123333503446261,1167.80090706854,-0.016,Not Significant
Makueni,0,Individual,Camel incidence,,,,,,,0.0123333503446261,1167.80090706854,-0.016,
Makueni,0,Individual,Sheep incidence,-2.459,2.502,-0.983,0.328,-6.575,1.657,0.0123333503446261,1167.80090706854,-0.016,Not Significant
Makueni,0,Individual,Cattle incidence,-12.768,15.961,-0.8,0.426,-39.023,13.487,0.0123333503446261,1167.80090706854,-0.016,Not Significant
Makueni,0,Individual,Goat Incidence,-2.3,17.846,-0.129,0.898,-31.657,27.057,0.0123333503446261,1167.80090706854,-0.016,Not Significant
Makueni,1,Individual,(Intercept),-5.192,21.938,-0.237,0.813,-41.28,30.896,0.00295306161146245,1154.95095280735,-0.026,Not Significant
Makueni,1,Individual,Camel incidence,,,,,,,0.00295306161146245,1154.95095280735,-0.026,
Makueni,1,Individual,Sheep incidence,0.744,2.479,0.3,0.765,-3.333,4.821,0.00295306161146245,1154.95095280735,-0.026,Not Significant
Makueni,1,Individual,Cattle incidence,-5.259,15.812,-0.333,0.74,-31.269,20.751,0.00295306161146245,1154.95095280735,-0.026,Not Significant
Makueni,1,Individual,Goat Incidence,-1.114,17.68,-0.063,0.95,-30.197,27.969,0.00295306161146245,1154.95095280735,-0.026,Not Significant
Makueni,2,Individual,(Intercept),0.479,21.386,0.022,0.982,-34.701,35.658,0.00224235213807529,1137.76022206341,-0.027,Not Significant
Makueni,2,Individual,Camel incidence,,,,,,,0.00224235213807529,1137.76022206341,-0.027,
Makueni,2,Individual,Sheep incidence,1.123,2.405,0.467,0.642,-2.833,5.079,0.00224235213807529,1137.76022206341,-0.027,Not Significant
Makueni,2,Individual,Cattle incidence,2.469,15.341,0.161,0.872,-22.767,27.704,0.00224235213807529,1137.76022206341,-0.027,Not Significant
Makueni,2,Individual,Goat Incidence,-0.811,17.153,-0.047,0.962,-29.027,27.406,0.00224235213807529,1137.76022206341,-0.027,Not Significant
Makueni,3,Individual,(Intercept),-0.176,21.565,-0.008,0.994,-35.651,35.299,0.00406758233549567,1127.72440024179,-0.026,Not Significant
Makueni,3,Individual,Camel incidence,,,,,,,0.00406758233549567,1127.72440024179,-0.026,
Makueni,3,Individual,Sheep incidence,-0.738,2.413,-0.306,0.76,-4.708,3.232,0.00406758233549567,1127.72440024179,-0.026,Not Significant
Makueni,3,Individual,Cattle incidence,2.343,15.396,0.152,0.879,-22.983,27.669,0.00406758233549567,1127.72440024179,-0.026,Not Significant
Makueni,3,Individual,Goat Incidence,7.378,17.214,0.429,0.669,-20.94,35.696,0.00406758233549567,1127.72440024179,-0.026,Not Significant
Makueni,4,Individual,(Intercept),-1.518,21.744,-0.07,0.944,-37.286,34.25,0.00334673279767887,1117.63642334111,-0.027,Not Significant
Makueni,4,Individual,Camel incidence,,,,,,,0.00334673279767887,1117.63642334111,-0.027,
Makueni,4,Individual,Sheep incidence,-0.165,2.422,-0.068,0.946,-4.148,3.819,0.00334673279767887,1117.63642334111,-0.027,Not Significant
Makueni,4,Individual,Cattle incidence,1.891,15.448,0.122,0.903,-23.521,27.303,0.00334673279767887,1117.63642334111,-0.027,Not Significant
Makueni,4,Individual,Goat Incidence,-9.906,17.273,-0.574,0.568,-38.321,18.508,0.00334673279767887,1117.63642334111,-0.027,Not Significant
Makueni,5,Individual,(Intercept),-0.316,21.954,-0.014,0.989,-36.429,35.798,0.000888069335696236,1107.80817193604,-0.03,Not Significant
Makueni,5,Individual,Camel incidence,,,,,,,0.000888069335696236,1107.80817193604,-0.03,
Makueni,5,Individual,Sheep incidence,0.58,2.433,0.238,0.812,-3.423,4.582,0.000888069335696236,1107.80817193604,-0.03,Not Significant
Makueni,5,Individual,Cattle incidence,1.124,15.521,0.072,0.942,-24.409,26.656,0.000888069335696236,1107.80817193604,-0.03,Not Significant
Makueni,5,Individual,Goat Incidence,-2.594,17.355,-0.149,0.881,-31.143,25.955,0.000888069335696236,1107.80817193604,-0.03,Not Significant
Makueni,6,Individual,(Intercept),0.254,22.104,0.011,0.991,-36.107,36.615,0.00661995067645001,1097.38936886112,-0.024,Not Significant
Makueni,6,Individual,Camel incidence,,,,,,,0.00661995067645001,1097.38936886112,-0.024,
Makueni,6,Individual,Sheep incidence,-1.193,2.438,-0.489,0.626,-5.203,2.817,0.00661995067645001,1097.38936886112,-0.024,Not Significant
Makueni,6,Individual,Cattle incidence,-1.838,15.551,-0.118,0.906,-27.419,23.743,0.00661995067645001,1097.38936886112,-0.024,Not Significant
Makueni,6,Individual,Goat Incidence,10.039,17.388,0.577,0.565,-18.564,38.643,0.00661995067645001,1097.38936886112,-0.024,Not Significant
Mandera,0,Combined,(Intercept),2.131,27.168,0.078,0.938,-42.56,46.822,0.000756384282665568,1210.60836382093,-0.009,Not Significant
Mandera,0,Combined,Total animal incidence,-4.764,16.897,-0.282,0.779,-32.559,23.032,0.000756384282665568,1210.60836382093,-0.009,Not Significant
Mandera,1,Combined,(Intercept),2.015,27.284,0.074,0.941,-42.868,46.898,0.0110624766691003,1199.24474961662,0.002,Not Significant
Mandera,1,Combined,Total animal incidence,18.218,16.89,1.079,0.283,-9.567,46.002,0.0110624766691003,1199.24474961662,0.002,Not Significant
Mandera,2,Combined,(Intercept),1.771,27.462,0.064,0.949,-43.404,46.946,0.0170550566567704,1188.33645140258,0.008,Not Significant
Mandera,2,Combined,Total animal incidence,-22.619,16.92,-1.337,0.184,-50.452,5.214,0.0170550566567704,1188.33645140258,0.008,Not Significant
Mandera,3,Combined,(Intercept),1.51,27.483,0.055,0.956,-43.699,46.72,0.0343232294790912,1176.2187328025,0.025,Not Significant
Mandera,3,Combined,Total animal incidence,32.086,16.852,1.904,0.06,4.365,59.807,0.0343232294790912,1176.2187328025,0.025,Significant
Mandera,4,Combined,(Intercept),1.691,27.726,0.061,0.951,-43.919,47.3,0.0361119964456072,1165.76651056575,0.027,Not Significant
Mandera,4,Combined,Total animal incidence,-32.911,16.919,-1.945,0.055,-60.743,-5.08,0.0361119964456072,1165.76651056575,0.027,Significant
Mandera,5,Combined,(Intercept),1.154,28.316,0.041,0.968,-45.426,47.733,0.013924076788273,1157.78586329907,0.004,Not Significant
Mandera,5,Combined,Total animal incidence,20.432,17.195,1.188,0.238,-7.853,48.718,0.013924076788273,1157.78586329907,0.004,Not Significant
Mandera,6,Combined,(Intercept),0.723,28.316,0.026,0.98,-45.856,47.303,0.033133619575828,1145.4786848944,0.023,Not Significant
Mandera,6,Combined,Total animal incidence,-31.515,17.11,-1.842,0.068,-59.662,-3.369,0.033133619575828,1145.4786848944,0.023,Significant
Mandera,0,Individual,(Intercept),2.131,27.173,0.078,0.938,-42.569,46.831,0.019391087472762,1212.59410054066,-0.009,Not Significant
Mandera,0,Individual,Camel incidence,,,,,,,0.019391087472762,1212.59410054066,-0.009,
Mandera,0,Individual,Sheep incidence,-308.058,245.981,-1.252,0.213,-712.697,96.581,0.019391087472762,1212.59410054066,-0.009,Not Significant
Mandera,0,Individual,Cattle incidence,2.575,20.443,0.126,0.9,-31.054,36.204,0.019391087472762,1212.59410054066,-0.009,Not Significant
Mandera,0,Individual,Goat Incidence,-1.791,37.522,-0.048,0.962,-63.514,59.932,0.019391087472762,1212.59410054066,-0.009,Not Significant
Mandera,1,Individual,(Intercept),2.015,27.094,0.074,0.941,-42.555,46.584,0.0435635621118592,1199.70256625058,0.015,Not Significant
Mandera,1,Individual,Camel incidence,,,,,,,0.0435635621118592,1199.70256625058,0.015,
Mandera,1,Individual,Sheep incidence,470.735,244.116,1.928,0.057,69.164,872.306,0.0435635621118592,1199.70256625058,0.015,Significant
Mandera,1,Individual,Cattle incidence,19.851,20.288,0.978,0.33,-13.523,53.225,0.0435635621118592,1199.70256625058,0.015,Not Significant
Mandera,1,Individual,Goat Incidence,-17.439,37.237,-0.468,0.641,-78.694,43.816,0.0435635621118592,1199.70256625058,0.015,Not Significant
Mandera,2,Individual,(Intercept),1.771,27.604,0.064,0.949,-43.638,47.18,0.0261368882238658,1191.36180377784,-0.003,Not Significant
Mandera,2,Individual,Camel incidence,,,,,,,0.0261368882238658,1191.36180377784,-0.003,
Mandera,2,Individual,Sheep incidence,-235.636,247.537,-0.952,0.343,-642.834,171.562,0.0261368882238658,1191.36180377784,-0.003,Not Significant
Mandera,2,Individual,Cattle incidence,-27.908,20.572,-1.357,0.178,-61.75,5.933,0.0261368882238658,1191.36180377784,-0.003,Not Significant
Mandera,2,Individual,Goat Incidence,5.384,37.759,0.143,0.887,-56.729,67.497,0.0261368882238658,1191.36180377784,-0.003,Not Significant
Mandera,3,Individual,(Intercept),1.51,27.725,0.054,0.957,-44.097,47.118,0.0364986824860384,1179.98417984959,0.008,Not Significant
Mandera,3,Individual,Camel incidence,,,,,,,0.0364986824860384,1179.98417984959,0.008,
Mandera,3,Individual,Sheep incidence,31.902,247.433,0.129,0.898,-375.126,438.93,0.0364986824860384,1179.98417984959,0.008,Not Significant
Mandera,3,Individual,Cattle incidence,37.583,20.564,1.828,0.071,3.756,71.411,0.0364986824860384,1179.98417984959,0.008,Significant
Mandera,3,Individual,Goat Incidence,18.459,37.743,0.489,0.626,-43.628,80.546,0.0364986824860384,1179.98417984959,0.008,Not Significant
Mandera,4,Individual,(Intercept),1.691,27.712,0.061,0.951,-43.896,47.277,0.0561434133064922,1167.60342041531,0.028,Not Significant
Mandera,4,Individual,Camel incidence,,,,,,,0.0561434133064922,1167.60342041531,0.028,
Mandera,4,Individual,Sheep incidence,-229.704,246.126,-0.933,0.353,-634.583,175.174,0.0561434133064922,1167.60342041531,0.028,Not Significant
Mandera,4,Individual,Cattle incidence,-19.143,20.455,-0.936,0.352,-52.792,14.505,0.0561434133064922,1167.60342041531,0.028,Not Significant
Mandera,4,Individual,Goat Incidence,-53.33,37.544,-1.42,0.159,-115.09,8.429,0.0561434133064922,1167.60342041531,0.028,Not Significant
Mandera,5,Individual,(Intercept),1.154,27.666,0.042,0.967,-44.356,46.664,0.0775103866055881,1154.98682520576,0.049,Not Significant
Mandera,5,Individual,Camel incidence,,,,,,,0.0775103866055881,1154.98682520576,0.049,
Mandera,5,Individual,Sheep incidence,560.539,244.518,2.292,0.024,158.307,962.772,0.0775103866055881,1154.98682520576,0.049,Significant
Mandera,5,Individual,Cattle incidence,5.23,20.321,0.257,0.797,-28.199,38.659,0.0775103866055881,1154.98682520576,0.049,Not Significant
Mandera,5,Individual,Goat Incidence,20.434,37.298,0.548,0.585,-40.922,81.79,0.0775103866055881,1154.98682520576,0.049,Not Significant
Mandera,6,Individual,(Intercept),0.723,28.525,0.025,0.98,-46.201,47.647,0.0386049982525828,1148.90551495537,0.009,Not Significant
Mandera,6,Individual,Camel incidence,,,,,,,0.0386049982525828,1148.90551495537,0.009,
Mandera,6,Individual,Sheep incidence,-217.27,250.876,-0.866,0.389,-629.961,195.42,0.0386049982525828,1148.90551495537,0.009,Not Significant
Mandera,6,Individual,Cattle incidence,-31.232,20.85,-1.498,0.137,-65.53,3.066,0.0386049982525828,1148.90551495537,0.009,Not Significant
Mandera,6,Individual,Goat Incidence,-19.246,38.268,-0.503,0.616,-82.197,43.705,0.0386049982525828,1148.90551495537,0.009,Not Significant
Marsabit,0,Combined,(Intercept),6.728,39.163,0.172,0.864,-57.695,71.152,0.0081529929152968,1288.62249113988,-0.001,Not Significant
Marsabit,0,Combined,Total animal incidence,-2.283,2.457,-0.929,0.355,-6.325,1.759,0.0081529929152968,1288.62249113988,-0.001,Not Significant
Marsabit,1,Combined,(Intercept),4.466,39.667,0.113,0.911,-60.787,69.719,0.000459819107259141,1278.4467062177,-0.009,Not Significant
Marsabit,1,Combined,Total animal incidence,0.547,2.501,0.219,0.827,-3.568,4.662,0.000459819107259141,1278.4467062177,-0.009,Not Significant
Marsabit,2,Combined,(Intercept),7.706,39.744,0.194,0.847,-57.673,73.084,0.00918895946352754,1265.96059632633,0,Not Significant
Marsabit,2,Combined,Total animal incidence,-2.598,2.659,-0.977,0.331,-6.972,1.775,0.00918895946352754,1265.96059632633,0,Not Significant
Marsabit,3,Combined,(Intercept),7.241,39.73,0.182,0.856,-58.115,72.597,0.0287681162997905,1252.87534237719,0.019,Not Significant
Marsabit,3,Combined,Total animal incidence,4.597,2.645,1.738,0.085,0.246,8.948,0.0287681162997905,1252.87534237719,0.019,Significant
Marsabit,4,Combined,(Intercept),8.214,40.264,0.204,0.839,-58.021,74.449,0.0220846546709386,1242.56507593145,0.012,Not Significant
Marsabit,4,Combined,Total animal incidence,-4.129,2.734,-1.51,0.134,-8.625,0.368,0.0220846546709386,1242.56507593145,0.012,Not Significant
Marsabit,5,Combined,(Intercept),5.819,40.949,0.142,0.887,-61.541,73.18,0.00765653614268059,1233.02926498855,-0.002,Not Significant
Marsabit,5,Combined,Total animal incidence,2.452,2.792,0.878,0.382,-2.14,7.045,0.00765653614268059,1233.02926498855,-0.002,Not Significant
Marsabit,6,Combined,(Intercept),6.852,40.763,0.168,0.867,-60.203,73.907,0.035799458462427,1219.03631894682,0.026,Not Significant
Marsabit,6,Combined,Total animal incidence,-5.325,2.778,-1.917,0.058,-9.894,-0.756,0.035799458462427,1219.03631894682,0.026,Significant
Marsabit,0,Individual,(Intercept),4.574,38.353,0.119,0.905,-58.517,67.665,0.0763592441574956,1286.99920498514,0.04,Not Significant
Marsabit,0,Individual,Camel incidence,-22.915,14.215,-1.612,0.11,-46.298,0.469,0.0763592441574956,1286.99920498514,0.04,Not Significant
Marsabit,0,Individual,Sheep incidence,53.236,29.724,1.791,0.076,4.34,102.131,0.0763592441574956,1286.99920498514,0.04,Significant
Marsabit,0,Individual,Cattle incidence,-30.342,10.741,-2.825,0.006,-48.011,-12.674,0.0763592441574956,1286.99920498514,0.04,Significant
Marsabit,0,Individual,Goat Incidence,4.057,7.801,0.52,0.604,-8.775,16.89,0.0763592441574956,1286.99920498514,0.04,Not Significant
Marsabit,1,Individual,(Intercept),10.648,39.38,0.27,0.787,-54.133,75.428,0.0480847433020963,1279.27185624447,0.01,Not Significant
Marsabit,1,Individual,Camel incidence,23.762,15.622,1.521,0.131,-1.937,49.46,0.0480847433020963,1279.27185624447,0.01,Not Significant
Marsabit,1,Individual,Sheep incidence,-56.587,32.719,-1.729,0.087,-110.41,-2.764,0.0480847433020963,1279.27185624447,0.01,Significant
Marsabit,1,Individual,Cattle incidence,27.498,12.376,2.222,0.029,7.139,47.857,0.0480847433020963,1279.27185624447,0.01,Significant
Marsabit,1,Individual,Goat Incidence,-4.627,7.993,-0.579,0.564,-17.776,8.522,0.0480847433020963,1279.27185624447,0.01,Not Significant
Marsabit,2,Individual,(Intercept),7.717,39.898,0.193,0.847,-57.915,73.349,0.0305867514575852,1269.66814701932,-0.008,Not Significant
Marsabit,2,Individual,Camel incidence,-28.445,20.242,-1.405,0.163,-61.743,4.853,0.0305867514575852,1269.66814701932,-0.008,Not Significant
Marsabit,2,Individual,Sheep incidence,61.927,48.365,1.28,0.203,-17.633,141.487,0.0305867514575852,1269.66814701932,-0.008,Not Significant
Marsabit,2,Individual,Cattle incidence,-20.406,17.894,-1.14,0.257,-49.842,9.03,0.0305867514575852,1269.66814701932,-0.008,Not Significant
Marsabit,2,Individual,Goat Incidence,-3.048,8.757,-0.348,0.729,-17.454,11.358,0.0305867514575852,1269.66814701932,-0.008,Not Significant
Marsabit,3,Individual,(Intercept),7.123,39.728,0.179,0.858,-58.23,72.475,0.0574549296636311,1255.7572652558,0.019,Not Significant
Marsabit,3,Individual,Camel incidence,26.723,20.06,1.332,0.186,-6.275,59.721,0.0574549296636311,1255.7572652558,0.019,Not Significant
Marsabit,3,Individual,Sheep incidence,-48.835,47.929,-1.019,0.311,-127.678,30.007,0.0574549296636311,1255.7572652558,0.019,Not Significant
Marsabit,3,Individual,Cattle incidence,14.156,17.733,0.798,0.427,-15.015,43.326,0.0574549296636311,1255.7572652558,0.019,Not Significant
Marsabit,3,Individual,Goat Incidence,9.167,8.678,1.056,0.293,-5.109,23.443,0.0574549296636311,1255.7572652558,0.019,Not Significant
Marsabit,4,Individual,(Intercept),11.978,40.187,0.298,0.766,-54.13,78.087,0.0584871032004056,1244.65776463034,0.02,Not Significant
Marsabit,4,Individual,Camel incidence,-40.715,21.047,-1.935,0.056,-75.337,-6.093,0.0584871032004056,1244.65776463034,0.02,Significant
Marsabit,4,Individual,Sheep incidence,80.576,51.293,1.571,0.119,-3.8,164.953,0.0584871032004056,1244.65776463034,0.02,Not Significant
Marsabit,4,Individual,Cattle incidence,-26.092,18.328,-1.424,0.158,-56.241,4.058,0.0584871032004056,1244.65776463034,0.02,Not Significant
Marsabit,4,Individual,Goat Incidence,-5.905,9.387,-0.629,0.531,-21.347,9.536,0.0584871032004056,1244.65776463034,0.02,Not Significant
Marsabit,5,Individual,(Intercept),6.69,40.652,0.165,0.87,-60.183,73.562,0.0525299947897982,1234.30931684558,0.013,Not Significant
Marsabit,5,Individual,Camel incidence,52.152,23.504,2.219,0.029,13.488,90.816,0.0525299947897982,1234.30931684558,0.013,Significant
Marsabit,5,Individual,Sheep incidence,-103.778,57.219,-1.814,0.073,-197.903,-9.652,0.0525299947897982,1234.30931684558,0.013,Significant
Marsabit,5,Individual,Cattle incidence,36.09,19.841,1.819,0.072,3.451,68.728,0.0525299947897982,1234.30931684558,0.013,Significant
Marsabit,5,Individual,Goat Incidence,-3.055,9.559,-0.32,0.75,-18.779,12.669,0.0525299947897982,1234.30931684558,0.013,Not Significant
Marsabit,6,Individual,(Intercept),7.382,41.501,0.178,0.859,-60.886,75.65,0.0365992610815594,1224.95250486142,-0.004,Not Significant
Marsabit,6,Individual,Camel incidence,-13.021,28.238,-0.461,0.646,-59.472,33.431,0.0365992610815594,1224.95250486142,-0.004,Not Significant
Marsabit,6,Individual,Sheep incidence,11.353,70.787,0.16,0.873,-105.092,127.797,0.0365992610815594,1224.95250486142,-0.004,Not Significant
Marsabit,6,Individual,Cattle incidence,-10.778,25.155,-0.428,0.669,-52.158,30.602,0.0365992610815594,1224.95250486142,-0.004,Not Significant
Marsabit,6,Individual,Goat Incidence,-4.502,9.706,-0.464,0.644,-20.468,11.465,0.0365992610815594,1224.95250486142,-0.004,Not Significant
Meru,0,Combined,(Intercept),-1.028,20.784,-0.049,0.961,-35.218,33.162,0.00415099929175124,1153.29190518566,-0.005,Not Significant
Meru,0,Combined,Total animal incidence,31.398,47.459,0.662,0.51,-46.673,109.468,0.00415099929175124,1153.29190518566,-0.005,Not Significant
Meru,1,Combined,(Intercept),0.413,20.948,0.02,0.984,-34.046,34.872,0.002613307845604,1143.21533979068,-0.007,Not Significant
Meru,1,Combined,Total animal incidence,24.852,47.608,0.522,0.603,-53.464,103.168,0.002613307845604,1143.21533979068,-0.007,Not Significant
Meru,2,Combined,(Intercept),-1.678,20.987,-0.08,0.936,-36.2,32.845,0.00794359321022156,1131.86146327283,-0.002,Not Significant
Meru,2,Combined,Total animal incidence,-43.111,47.471,-0.908,0.366,-121.201,34.979,0.00794359321022156,1131.86146327283,-0.002,Not Significant
Meru,3,Combined,(Intercept),0.368,21.16,0.017,0.986,-34.44,35.176,0.00129567506038605,1121.83476042409,-0.008,Not Significant
Meru,3,Combined,Total animal incidence,17.328,47.635,0.364,0.717,-61.031,95.687,0.00129567506038605,1121.83476042409,-0.008,Not Significant
Meru,4,Combined,(Intercept),-1.456,21.3,-0.068,0.946,-36.495,33.583,6.74349876225293e-05,1111.45310090415,-0.01,Not Significant
Meru,4,Combined,Total animal incidence,-3.938,47.72,-0.083,0.934,-82.437,74.561,6.74349876225293e-05,1111.45310090415,-0.01,Not Significant
Meru,5,Combined,(Intercept),-0.869,21.464,-0.04,0.968,-36.176,34.439,0.00370582708843572,1101.26555541069,-0.006,Not Significant
Meru,5,Combined,Total animal incidence,29.184,47.852,0.61,0.543,-49.532,107.901,0.00370582708843572,1101.26555541069,-0.006,Not Significant
Meru,6,Combined,(Intercept),0.413,21.603,0.019,0.985,-35.125,35.95,0.00701827773308545,1090.82356653738,-0.003,Not Significant
Meru,6,Combined,Total animal incidence,-40.091,47.927,-0.836,0.405,-118.93,38.749,0.00701827773308545,1090.82356653738,-0.003,Not Significant
Meru,0,Individual,(Intercept),-1.028,20.784,-0.049,0.961,-35.218,33.162,0.00415099929175124,1153.29190518566,-0.005,Not Significant
Meru,0,Individual,Camel incidence,,,,,,,0.00415099929175124,1153.29190518566,-0.005,
Meru,0,Individual,Sheep incidence,,,,,,,0.00415099929175124,1153.29190518566,-0.005,
Meru,0,Individual,Cattle incidence,31.398,47.459,0.662,0.51,-46.673,109.468,0.00415099929175124,1153.29190518566,-0.005,Not Significant
Meru,0,Individual,Goat Incidence,,,,,,,0.00415099929175124,1153.29190518566,-0.005,
Meru,1,Individual,(Intercept),0.413,20.948,0.02,0.984,-34.046,34.872,0.002613307845604,1143.21533979068,-0.007,Not Significant
Meru,1,Individual,Camel incidence,,,,,,,0.002613307845604,1143.21533979068,-0.007,
Meru,1,Individual,Sheep incidence,,,,,,,0.002613307845604,1143.21533979068,-0.007,
Meru,1,Individual,Cattle incidence,24.852,47.608,0.522,0.603,-53.464,103.168,0.002613307845604,1143.21533979068,-0.007,Not Significant
Meru,1,Individual,Goat Incidence,,,,,,,0.002613307845604,1143.21533979068,-0.007,
